x,y,z
200729.50,629890.50,29.18
200730.50,629890.50,29.60
200731.50,629890.50,29.88
200732.50,629890.50,29.99
200733.50,629890.50,30.00
200734.50,629890.50,29.99
200735.50,629890.50,30.01
200736.50,629890.50,29.97
200737.50,629890.50,30.05
200741.50,629890.50,34.86
200742.50,629890.50,-11.82
200744.50,629890.50,-10.85
200745.50,629890.50,30.01
200746.50,629890.50,29.83
200747.50,629890.50,29.94
200753.50,629890.50,36.71
200765.50,629890.50,29.82
200766.50,629890.50,29.97
200767.50,629890.50,30.07
200769.50,629890.50,28.21
200770.50,629890.50,28.70
200771.50,629890.50,28.26
200670.50,629889.50,36.75
200671.50,629889.50,37.15
200673.50,629889.50,39.25
200674.50,629889.50,39.13
200675.50,629889.50,39.70
200676.50,629889.50,43.75
200677.50,629889.50,43.79
200678.50,629889.50,41.75
200679.50,629889.50,42.69
200680.50,629889.50,42.79
200681.50,629889.50,41.27
200682.50,629889.50,40.25
200683.50,629889.50,39.77
200684.50,629889.50,38.80
200685.50,629889.50,37.98
200686.50,629889.50,33.95
200687.50,629889.50,28.35
200688.50,629889.50,28.28
200689.50,629889.50,28.33
200690.50,629889.50,28.32
200691.50,629889.50,29.43
200692.50,629889.50,29.00
200694.50,629889.50,31.36
200696.50,629889.50,29.66
200697.50,629889.50,28.74
200698.50,629889.50,28.41
200699.50,629889.50,28.51
200705.50,629889.50,28.68
200706.50,629889.50,29.13
200710.50,629889.50,41.69
200711.50,629889.50,43.00
200712.50,629889.50,43.42
200714.50,629889.50,46.57
200715.50,629889.50,46.40
200716.50,629889.50,47.87
200723.50,629889.50,42.85
200727.50,629889.50,29.96
200728.50,629889.50,29.05
200729.50,629889.50,28.85
200730.50,629889.50,29.09
200731.50,629889.50,29.55
200732.50,629889.50,29.70
200733.50,629889.50,29.82
200734.50,629889.50,30.01
200735.50,629889.50,30.00
200736.50,629889.50,30.01
200737.50,629889.50,29.99
200739.50,629889.50,30.00
200744.50,629889.50,30.62
200749.50,629889.50,40.52
200765.50,629889.50,30.05
200766.50,629889.50,29.97
200767.50,629889.50,30.11
200768.50,629889.50,29.94
200770.50,629889.50,28.74
200771.50,629889.50,28.70
200772.50,629889.50,29.46
200670.50,629888.50,37.08
200673.50,629888.50,39.16
200674.50,629888.50,39.55
200675.50,629888.50,40.29
200676.50,629888.50,41.70
200678.50,629888.50,43.11
200679.50,629888.50,43.55
200680.50,629888.50,43.21
200681.50,629888.50,43.11
200682.50,629888.50,41.27
200683.50,629888.50,40.81
200684.50,629888.50,40.41
200685.50,629888.50,39.07
200687.50,629888.50,34.59
200688.50,629888.50,28.31
200689.50,629888.50,28.27
200691.50,629888.50,28.98
200692.50,629888.50,28.37
200693.50,629888.50,29.11
200694.50,629888.50,28.34
200696.50,629888.50,28.37
200697.50,629888.50,29.33
200698.50,629888.50,28.61
200699.50,629888.50,28.39
200700.50,629888.50,28.51
200701.50,629888.50,28.49
200702.50,629888.50,28.54
200704.50,629888.50,28.58
200705.50,629888.50,28.69
200706.50,629888.50,28.83
200709.50,629888.50,41.33
200711.50,629888.50,42.96
200714.50,629888.50,46.69
200716.50,629888.50,47.89
200717.50,629888.50,47.99
200718.50,629888.50,46.83
200719.50,629888.50,46.81
200723.50,629888.50,44.31
200725.50,629888.50,43.51
200728.50,629888.50,29.07
200729.50,629888.50,29.13
200730.50,629888.50,28.94
200731.50,629888.50,29.41
200733.50,629888.50,29.72
200734.50,629888.50,29.95
200735.50,629888.50,29.92
200736.50,629888.50,29.96
200737.50,629888.50,30.00
200738.50,629888.50,30.05
200739.50,629888.50,30.06
200740.50,629888.50,30.05
200741.50,629888.50,30.05
200742.50,629888.50,29.95
200743.50,629888.50,30.03
200745.50,629888.50,-19.42
200749.50,629888.50,40.53
200750.50,629888.50,-10.38
200766.50,629888.50,30.01
200767.50,629888.50,29.94
200768.50,629888.50,29.99
200769.50,629888.50,29.97
200770.50,629888.50,29.95
200771.50,629888.50,28.71
200772.50,629888.50,28.60
200773.50,629888.50,28.69
200670.50,629887.50,39.37
200671.50,629887.50,38.40
200678.50,629887.50,43.73
200680.50,629887.50,43.31
200681.50,629887.50,42.85
200682.50,629887.50,42.22
200683.50,629887.50,41.61
200684.50,629887.50,25.48
200685.50,629887.50,39.66
200686.50,629887.50,38.92
200687.50,629887.50,38.12
200688.50,629887.50,25.55
200689.50,629887.50,28.28
200690.50,629887.50,28.27
200692.50,629887.50,28.34
200693.50,629887.50,28.30
200694.50,629887.50,29.37
200695.50,629887.50,28.31
200696.50,629887.50,28.27
200697.50,629887.50,29.05
200698.50,629887.50,29.40
200699.50,629887.50,28.88
200703.50,629887.50,28.59
200704.50,629887.50,28.17
200705.50,629887.50,29.08
200706.50,629887.50,29.07
200708.50,629887.50,41.22
200709.50,629887.50,30.32
200710.50,629887.50,43.01
200713.50,629887.50,47.98
200714.50,629887.50,47.48
200717.50,629887.50,48.51
200719.50,629887.50,46.77
200723.50,629887.50,44.39
200724.50,629887.50,43.79
200727.50,629887.50,41.53
200728.50,629887.50,29.15
200729.50,629887.50,28.96
200730.50,629887.50,29.10
200731.50,629887.50,29.14
200732.50,629887.50,29.17
200733.50,629887.50,29.42
200734.50,629887.50,29.60
200735.50,629887.50,29.87
200736.50,629887.50,29.76
200737.50,629887.50,29.98
200738.50,629887.50,30.10
200739.50,629887.50,30.07
200740.50,629887.50,30.03
200741.50,629887.50,-15.12
200742.50,629887.50,30.03
200743.50,629887.50,30.04
200744.50,629887.50,30.06
200745.50,629887.50,30.03
200747.50,629887.50,30.09
200750.50,629887.50,41.22
200765.50,629887.50,29.91
200766.50,629887.50,29.97
200767.50,629887.50,29.95
200768.50,629887.50,29.44
200769.50,629887.50,29.96
200770.50,629887.50,29.79
200771.50,629887.50,29.04
200773.50,629887.50,28.81
200774.50,629887.50,30.60
200669.50,629886.50,39.28
200670.50,629886.50,39.33
200681.50,629886.50,42.15
200682.50,629886.50,41.54
200683.50,629886.50,41.29
200685.50,629886.50,40.07
200690.50,629886.50,30.05
200691.50,629886.50,28.20
200692.50,629886.50,28.26
200693.50,629886.50,28.40
200694.50,629886.50,29.47
200695.50,629886.50,29.03
200696.50,629886.50,28.38
200697.50,629886.50,28.33
200698.50,629886.50,28.45
200699.50,629886.50,28.50
200700.50,629886.50,28.45
200702.50,629886.50,28.48
200703.50,629886.50,28.37
200705.50,629886.50,28.62
200706.50,629886.50,30.05
200709.50,629886.50,43.99
200710.50,629886.50,44.19
200712.50,629886.50,45.74
200713.50,629886.50,46.56
200714.50,629886.50,47.95
200716.50,629886.50,45.65
200717.50,629886.50,48.84
200718.50,629886.50,48.05
200720.50,629886.50,49.79
200726.50,629886.50,43.76
200730.50,629886.50,29.06
200731.50,629886.50,28.97
200732.50,629886.50,29.09
200733.50,629886.50,29.15
200734.50,629886.50,29.27
200735.50,629886.50,29.76
200736.50,629886.50,29.78
200737.50,629886.50,29.88
200738.50,629886.50,30.02
200739.50,629886.50,29.96
200740.50,629886.50,30.06
200741.50,629886.50,29.99
200742.50,629886.50,30.10
200743.50,629886.50,29.95
200744.50,629886.50,29.98
200745.50,629886.50,30.03
200746.50,629886.50,30.07
200747.50,629886.50,39.70
200749.50,629886.50,40.78
200764.50,629886.50,30.38
200765.50,629886.50,29.85
200766.50,629886.50,29.87
200767.50,629886.50,28.06
200768.50,629886.50,29.92
200769.50,629886.50,29.93
200770.50,629886.50,29.98
200771.50,629886.50,29.98
200773.50,629886.50,28.89
200774.50,629886.50,28.98
200775.50,629886.50,29.28
200781.50,629886.50,29.83
200782.50,629886.50,29.73
200667.50,629885.50,37.36
200669.50,629885.50,39.28
200671.50,629885.50,39.49
200675.50,629885.50,42.83
200678.50,629885.50,44.63
200680.50,629885.50,42.97
200681.50,629885.50,44.11
200682.50,629885.50,41.18
200683.50,629885.50,40.43
200684.50,629885.50,39.60
200685.50,629885.50,39.33
200688.50,629885.50,37.23
200689.50,629885.50,28.22
200690.50,629885.50,27.69
200691.50,629885.50,28.95
200692.50,629885.50,29.09
200693.50,629885.50,28.10
200694.50,629885.50,28.27
200695.50,629885.50,29.56
200696.50,629885.50,28.78
200697.50,629885.50,28.58
200701.50,629885.50,28.44
200702.50,629885.50,28.44
200703.50,629885.50,28.56
200705.50,629885.50,28.50
200706.50,629885.50,29.70
200707.50,629885.50,41.71
200708.50,629885.50,42.23
200709.50,629885.50,42.76
200710.50,629885.50,43.94
200711.50,629885.50,44.37
200712.50,629885.50,44.99
200713.50,629885.50,45.61
200714.50,629885.50,46.82
200717.50,629885.50,48.45
200718.50,629885.50,42.58
200726.50,629885.50,44.55
200727.50,629885.50,43.19
200730.50,629885.50,27.46
200731.50,629885.50,29.04
200732.50,629885.50,29.15
200733.50,629885.50,29.13
200734.50,629885.50,29.54
200735.50,629885.50,29.64
200736.50,629885.50,29.76
200737.50,629885.50,29.80
200738.50,629885.50,30.02
200739.50,629885.50,30.00
200740.50,629885.50,30.13
200741.50,629885.50,30.12
200742.50,629885.50,30.06
200743.50,629885.50,30.05
200744.50,629885.50,-20.38
200745.50,629885.50,30.06
200746.50,629885.50,39.33
200749.50,629885.50,40.95
200766.50,629885.50,31.07
200767.50,629885.50,31.10
200768.50,629885.50,29.97
200769.50,629885.50,29.94
200770.50,629885.50,29.95
200771.50,629885.50,31.52
200774.50,629885.50,29.11
200775.50,629885.50,29.25
200776.50,629885.50,29.52
200780.50,629885.50,29.71
200781.50,629885.50,29.66
200782.50,629885.50,29.64
200783.50,629885.50,29.85
200666.50,629884.50,37.31
200672.50,629884.50,41.43
200675.50,629884.50,43.67
200680.50,629884.50,42.05
200682.50,629884.50,40.59
200683.50,629884.50,39.44
200684.50,629884.50,38.98
200685.50,629884.50,38.43
200686.50,629884.50,38.05
200687.50,629884.50,37.30
200688.50,629884.50,28.21
200690.50,629884.50,28.22
200691.50,629884.50,28.21
200692.50,629884.50,28.58
200693.50,629884.50,28.84
200694.50,629884.50,28.94
200696.50,629884.50,28.24
200698.50,629884.50,28.29
200699.50,629884.50,28.23
200700.50,629884.50,28.33
200701.50,629884.50,28.46
200704.50,629884.50,28.47
200705.50,629884.50,28.46
200706.50,629884.50,27.73
200707.50,629884.50,41.02
200708.50,629884.50,41.59
200709.50,629884.50,42.17
200710.50,629884.50,43.16
200711.50,629884.50,43.80
200712.50,629884.50,44.42
200713.50,629884.50,45.05
200714.50,629884.50,45.59
200715.50,629884.50,46.39
200716.50,629884.50,45.12
200717.50,629884.50,48.42
200718.50,629884.50,42.75
200721.50,629884.50,47.92
200722.50,629884.50,47.47
200723.50,629884.50,47.17
200726.50,629884.50,44.76
200727.50,629884.50,43.96
200728.50,629884.50,43.65
200732.50,629884.50,29.08
200733.50,629884.50,29.09
200734.50,629884.50,29.10
200735.50,629884.50,29.14
200736.50,629884.50,29.73
200737.50,629884.50,29.72
200738.50,629884.50,29.85
200739.50,629884.50,30.02
200740.50,629884.50,29.98
200741.50,629884.50,30.03
200742.50,629884.50,30.06
200743.50,629884.50,-8.42
200744.50,629884.50,30.00
200745.50,629884.50,30.30
200746.50,629884.50,-14.91
200747.50,629884.50,-16.39
200765.50,629884.50,29.66
200766.50,629884.50,30.44
200767.50,629884.50,29.79
200770.50,629884.50,29.93
200771.50,629884.50,32.22
200773.50,629884.50,29.85
200774.50,629884.50,29.32
200775.50,629884.50,29.23
200776.50,629884.50,29.41
200777.50,629884.50,29.63
200778.50,629884.50,31.31
200779.50,629884.50,29.72
200780.50,629884.50,29.74
200782.50,629884.50,29.90
200783.50,629884.50,29.96
200668.50,629883.50,39.19
200677.50,629883.50,43.80
200679.50,629883.50,41.83
200681.50,629883.50,40.77
200682.50,629883.50,39.82
200683.50,629883.50,39.73
200684.50,629883.50,38.41
200685.50,629883.50,37.55
200686.50,629883.50,37.30
200688.50,629883.50,28.16
200690.50,629883.50,29.24
200691.50,629883.50,28.99
200692.50,629883.50,29.38
200693.50,629883.50,28.22
200694.50,629883.50,29.00
200699.50,629883.50,28.34
200700.50,629883.50,28.15
200702.50,629883.50,28.42
200703.50,629883.50,28.40
200704.50,629883.50,28.38
200705.50,629883.50,28.51
200707.50,629883.50,40.74
200708.50,629883.50,41.20
200709.50,629883.50,41.65
200710.50,629883.50,42.39
200711.50,629883.50,43.36
200712.50,629883.50,43.53
200713.50,629883.50,44.26
200714.50,629883.50,45.06
200715.50,629883.50,45.52
200716.50,629883.50,46.43
200717.50,629883.50,47.47
200718.50,629883.50,48.88
200719.50,629883.50,48.51
200721.50,629883.50,48.65
200722.50,629883.50,47.73
200723.50,629883.50,47.25
200724.50,629883.50,49.25
200726.50,629883.50,45.70
200728.50,629883.50,43.72
200729.50,629883.50,43.69
200730.50,629883.50,20.49
200732.50,629883.50,21.90
200733.50,629883.50,29.08
200735.50,629883.50,29.17
200736.50,629883.50,29.22
200737.50,629883.50,29.49
200738.50,629883.50,29.75
200739.50,629883.50,29.92
200740.50,629883.50,29.95
200741.50,629883.50,30.00
200742.50,629883.50,30.01
200743.50,629883.50,29.97
200744.50,629883.50,-17.71
200745.50,629883.50,30.06
200747.50,629883.50,-14.81
200766.50,629883.50,29.87
200767.50,629883.50,29.80
200769.50,629883.50,30.19
200770.50,629883.50,29.83
200771.50,629883.50,29.99
200773.50,629883.50,29.91
200774.50,629883.50,29.88
200775.50,629883.50,29.65
200776.50,629883.50,29.70
200777.50,629883.50,29.61
200778.50,629883.50,29.68
200779.50,629883.50,29.81
200780.50,629883.50,29.82
200781.50,629883.50,29.74
200782.50,629883.50,29.70
200676.50,629882.50,43.60
200680.50,629882.50,40.79
200683.50,629882.50,39.57
200685.50,629882.50,37.20
200686.50,629882.50,36.81
200687.50,629882.50,28.14
200689.50,629882.50,28.10
200690.50,629882.50,28.87
200691.50,629882.50,29.50
200692.50,629882.50,28.52
200693.50,629882.50,28.35
200698.50,629882.50,28.24
200701.50,629882.50,28.33
200702.50,629882.50,28.35
200703.50,629882.50,28.40
200704.50,629882.50,28.38
200707.50,629882.50,28.66
200708.50,629882.50,28.72
200709.50,629882.50,35.33
200712.50,629882.50,43.40
200713.50,629882.50,43.47
200714.50,629882.50,44.58
200715.50,629882.50,45.05
200716.50,629882.50,45.93
200717.50,629882.50,46.28
200719.50,629882.50,47.64
200720.50,629882.50,48.47
200721.50,629882.50,49.38
200727.50,629882.50,45.53
200728.50,629882.50,44.77
200729.50,629882.50,44.21
200732.50,629882.50,24.93
200734.50,629882.50,29.16
200735.50,629882.50,29.15
200736.50,629882.50,29.13
200737.50,629882.50,29.20
200738.50,629882.50,29.28
200739.50,629882.50,29.51
200740.50,629882.50,29.87
200741.50,629882.50,29.87
200742.50,629882.50,29.97
200743.50,629882.50,29.97
200744.50,629882.50,29.84
200745.50,629882.50,30.01
200746.50,629882.50,-14.17
200747.50,629882.50,-15.67
200768.50,629882.50,29.65
200770.50,629882.50,29.76
200771.50,629882.50,30.57
200772.50,629882.50,29.87
200773.50,629882.50,29.73
200774.50,629882.50,29.83
200775.50,629882.50,29.97
200776.50,629882.50,29.81
200777.50,629882.50,29.65
200778.50,629882.50,29.70
200779.50,629882.50,29.79
200781.50,629882.50,29.80
200680.50,629881.50,40.13
200681.50,629881.50,39.17
200682.50,629881.50,38.38
200685.50,629881.50,28.18
200686.50,629881.50,28.09
200687.50,629881.50,28.12
200688.50,629881.50,28.12
200689.50,629881.50,28.11
200690.50,629881.50,28.13
200691.50,629881.50,28.09
200692.50,629881.50,28.91
200693.50,629881.50,29.05
200702.50,629881.50,28.31
200703.50,629881.50,27.97
200705.50,629881.50,28.44
200706.50,629881.50,28.55
200709.50,629881.50,40.84
200710.50,629881.50,38.12
200713.50,629881.50,43.18
200714.50,629881.50,43.65
200715.50,629881.50,44.29
200716.50,629881.50,44.99
200717.50,629881.50,45.49
200718.50,629881.50,46.47
200719.50,629881.50,47.29
200720.50,629881.50,47.88
200721.50,629881.50,48.51
200722.50,629881.50,49.31
200723.50,629881.50,48.81
200724.50,629881.50,48.53
200725.50,629881.50,47.25
200731.50,629881.50,23.07
200735.50,629881.50,29.25
200736.50,629881.50,29.17
200737.50,629881.50,29.12
200738.50,629881.50,29.17
200739.50,629881.50,29.17
200740.50,629881.50,29.34
200741.50,629881.50,29.81
200742.50,629881.50,29.66
200743.50,629881.50,29.91
200744.50,629881.50,29.97
200745.50,629881.50,30.02
200746.50,629881.50,30.18
200769.50,629881.50,29.64
200770.50,629881.50,30.02
200771.50,629881.50,31.12
200773.50,629881.50,29.85
200774.50,629881.50,29.78
200775.50,629881.50,29.80
200776.50,629881.50,29.74
200777.50,629881.50,29.73
200778.50,629881.50,29.77
200779.50,629881.50,29.72
200781.50,629881.50,29.72
200788.50,629881.50,29.60
200678.50,629880.50,40.51
200679.50,629880.50,39.82
200681.50,629880.50,38.72
200682.50,629880.50,37.91
200683.50,629880.50,37.66
200684.50,629880.50,36.92
200685.50,629880.50,28.06
200686.50,629880.50,28.07
200687.50,629880.50,28.07
200688.50,629880.50,28.07
200690.50,629880.50,28.10
200691.50,629880.50,28.10
200694.50,629880.50,28.06
200695.50,629880.50,28.18
200696.50,629880.50,28.12
200697.50,629880.50,28.13
200698.50,629880.50,28.09
200699.50,629880.50,28.11
200700.50,629880.50,28.16
200702.50,629880.50,28.31
200703.50,629880.50,28.21
200705.50,629880.50,28.40
200710.50,629880.50,40.74
200711.50,629880.50,31.36
200712.50,629880.50,38.20
200713.50,629880.50,42.57
200714.50,629880.50,42.54
200715.50,629880.50,43.42
200716.50,629880.50,44.43
200717.50,629880.50,45.05
200718.50,629880.50,45.84
200719.50,629880.50,46.32
200720.50,629880.50,47.52
200721.50,629880.50,48.43
200723.50,629880.50,49.42
200724.50,629880.50,48.94
200731.50,629880.50,44.09
200732.50,629880.50,44.00
200734.50,629880.50,43.58
200737.50,629880.50,29.11
200738.50,629880.50,29.09
200739.50,629880.50,29.09
200740.50,629880.50,29.19
200741.50,629880.50,29.36
200742.50,629880.50,29.81
200744.50,629880.50,30.02
200745.50,629880.50,30.01
200746.50,629880.50,29.98
200747.50,629880.50,30.06
200748.50,629880.50,39.52
200749.50,629880.50,39.53
200770.50,629880.50,29.54
200771.50,629880.50,29.68
200772.50,629880.50,30.40
200773.50,629880.50,30.41
200774.50,629880.50,29.88
200775.50,629880.50,29.90
200776.50,629880.50,29.84
200777.50,629880.50,29.75
200778.50,629880.50,29.50
200779.50,629880.50,29.59
200780.50,629880.50,29.71
200782.50,629880.50,30.10
200788.50,629880.50,29.43
200789.50,629880.50,29.50
200790.50,629880.50,29.30
200676.50,629879.50,41.10
200677.50,629879.50,40.47
200678.50,629879.50,39.81
200679.50,629879.50,39.62
200680.50,629879.50,38.29
200682.50,629879.50,37.26
200683.50,629879.50,28.21
200684.50,629879.50,27.97
200685.50,629879.50,28.44
200686.50,629879.50,28.07
200687.50,629879.50,28.03
200688.50,629879.50,28.04
200691.50,629879.50,28.08
200692.50,629879.50,27.96
200693.50,629879.50,28.05
200694.50,629879.50,28.11
200695.50,629879.50,28.08
200696.50,629879.50,28.02
200697.50,629879.50,27.94
200698.50,629879.50,28.10
200699.50,629879.50,28.42
200700.50,629879.50,28.18
200701.50,629879.50,28.18
200702.50,629879.50,28.20
200703.50,629879.50,28.27
200704.50,629879.50,28.24
200705.50,629879.50,28.28
200706.50,629879.50,28.31
200712.50,629879.50,41.11
200713.50,629879.50,41.70
200714.50,629879.50,42.43
200715.50,629879.50,43.21
200716.50,629879.50,43.61
200717.50,629879.50,44.34
200718.50,629879.50,44.90
200719.50,629879.50,45.51
200720.50,629879.50,46.51
200723.50,629879.50,48.78
200724.50,629879.50,49.13
200726.50,629879.50,48.30
200727.50,629879.50,47.58
200734.50,629879.50,42.89
200737.50,629879.50,29.14
200738.50,629879.50,29.14
200739.50,629879.50,29.12
200740.50,629879.50,29.19
200741.50,629879.50,29.26
200742.50,629879.50,29.32
200743.50,629879.50,29.80
200744.50,629879.50,30.02
200745.50,629879.50,30.00
200746.50,629879.50,29.95
200747.50,629879.50,30.01
200748.50,629879.50,29.99
200749.50,629879.50,30.05
200750.50,629879.50,30.08
200764.50,629879.50,35.55
200768.50,629879.50,29.53
200769.50,629879.50,29.66
200770.50,629879.50,29.50
200771.50,629879.50,29.48
200772.50,629879.50,29.72
200773.50,629879.50,29.90
200774.50,629879.50,30.18
200775.50,629879.50,29.74
200776.50,629879.50,29.76
200777.50,629879.50,29.79
200778.50,629879.50,29.54
200779.50,629879.50,29.71
200780.50,629879.50,29.78
200781.50,629879.50,29.82
200782.50,629879.50,29.99
200786.50,629879.50,29.67
200787.50,629879.50,29.66
200788.50,629879.50,29.46
200789.50,629879.50,29.49
200790.50,629879.50,29.43
200791.50,629879.50,29.49
200676.50,629878.50,40.47
200677.50,629878.50,40.26
200678.50,629878.50,39.12
200679.50,629878.50,39.26
200681.50,629878.50,37.56
200684.50,629878.50,28.64
200685.50,629878.50,28.31
200687.50,629878.50,27.93
200688.50,629878.50,28.01
200689.50,629878.50,27.92
200691.50,629878.50,27.91
200692.50,629878.50,27.94
200693.50,629878.50,28.02
200694.50,629878.50,27.98
200695.50,629878.50,28.05
200696.50,629878.50,28.08
200697.50,629878.50,28.09
200698.50,629878.50,28.11
200699.50,629878.50,28.15
200700.50,629878.50,28.17
200701.50,629878.50,28.22
200704.50,629878.50,28.29
200705.50,629878.50,28.22
200706.50,629878.50,28.11
200707.50,629878.50,28.18
200708.50,629878.50,28.23
200709.50,629878.50,28.36
200712.50,629878.50,41.06
200713.50,629878.50,40.97
200714.50,629878.50,38.26
200715.50,629878.50,43.37
200716.50,629878.50,43.43
200717.50,629878.50,43.45
200718.50,629878.50,44.24
200719.50,629878.50,44.99
200720.50,629878.50,45.54
200721.50,629878.50,45.93
200722.50,629878.50,47.15
200723.50,629878.50,47.52
200724.50,629878.50,49.15
200725.50,629878.50,49.17
200727.50,629878.50,48.45
200729.50,629878.50,49.68
200731.50,629878.50,46.20
200736.50,629878.50,43.53
200737.50,629878.50,43.69
200739.50,629878.50,29.14
200740.50,629878.50,29.19
200741.50,629878.50,29.18
200742.50,629878.50,29.24
200743.50,629878.50,29.64
200744.50,629878.50,29.78
200745.50,629878.50,29.80
200746.50,629878.50,29.87
200747.50,629878.50,30.04
200748.50,629878.50,29.96
200749.50,629878.50,30.00
200750.50,629878.50,30.06
200751.50,629878.50,30.02
200764.50,629878.50,34.70
200768.50,629878.50,29.57
200770.50,629878.50,29.19
200771.50,629878.50,29.65
200773.50,629878.50,29.78
200774.50,629878.50,29.67
200775.50,629878.50,29.78
200776.50,629878.50,29.82
200777.50,629878.50,29.74
200778.50,629878.50,29.73
200779.50,629878.50,29.70
200780.50,629878.50,29.76
200781.50,629878.50,30.41
200782.50,629878.50,30.37
200783.50,629878.50,30.14
200784.50,629878.50,29.86
200785.50,629878.50,29.75
200786.50,629878.50,29.55
200787.50,629878.50,29.54
200788.50,629878.50,29.55
200789.50,629878.50,29.43
200790.50,629878.50,29.48
200791.50,629878.50,29.50
200792.50,629878.50,29.50
200672.50,629877.50,42.75
200673.50,629877.50,42.38
200674.50,629877.50,41.21
200675.50,629877.50,40.64
200676.50,629877.50,40.02
200677.50,629877.50,39.54
200678.50,629877.50,39.05
200679.50,629877.50,39.14
200681.50,629877.50,36.71
200682.50,629877.50,36.81
200683.50,629877.50,29.38
200684.50,629877.50,28.79
200685.50,629877.50,27.96
200687.50,629877.50,28.05
200688.50,629877.50,27.90
200689.50,629877.50,27.91
200690.50,629877.50,27.85
200691.50,629877.50,27.99
200692.50,629877.50,27.97
200693.50,629877.50,28.04
200694.50,629877.50,28.01
200695.50,629877.50,28.04
200696.50,629877.50,28.06
200697.50,629877.50,28.13
200698.50,629877.50,28.11
200699.50,629877.50,28.16
200700.50,629877.50,28.15
200702.50,629877.50,28.27
200703.50,629877.50,27.93
200705.50,629877.50,28.22
200706.50,629877.50,28.31
200707.50,629877.50,28.28
200709.50,629877.50,28.40
200710.50,629877.50,28.44
200711.50,629877.50,28.54
200713.50,629877.50,41.04
200714.50,629877.50,29.01
200715.50,629877.50,41.41
200716.50,629877.50,43.49
200717.50,629877.50,42.90
200718.50,629877.50,43.25
200719.50,629877.50,30.85
200720.50,629877.50,45.12
200721.50,629877.50,45.50
200722.50,629877.50,46.19
200723.50,629877.50,46.96
200724.50,629877.50,48.16
200725.50,629877.50,49.08
200726.50,629877.50,49.37
200727.50,629877.50,49.19
200728.50,629877.50,48.22
200729.50,629877.50,47.91
200731.50,629877.50,46.54
200734.50,629877.50,44.63
200735.50,629877.50,43.69
200736.50,629877.50,43.65
200737.50,629877.50,43.68
200739.50,629877.50,41.25
200740.50,629877.50,30.00
200741.50,629877.50,29.24
200742.50,629877.50,29.24
200743.50,629877.50,29.22
200744.50,629877.50,29.52
200745.50,629877.50,29.76
200746.50,629877.50,29.75
200747.50,629877.50,29.90
200748.50,629877.50,29.91
200749.50,629877.50,-17.20
200750.50,629877.50,30.08
200751.50,629877.50,30.07
200760.50,629877.50,29.90
200762.50,629877.50,30.09
200764.50,629877.50,29.89
200765.50,629877.50,29.69
200766.50,629877.50,29.66
200767.50,629877.50,29.67
200768.50,629877.50,29.71
200769.50,629877.50,29.74
200770.50,629877.50,29.71
200771.50,629877.50,29.71
200772.50,629877.50,29.53
200773.50,629877.50,29.55
200774.50,629877.50,29.67
200775.50,629877.50,29.81
200776.50,629877.50,29.73
200777.50,629877.50,29.84
200778.50,629877.50,29.71
200779.50,629877.50,29.77
200780.50,629877.50,29.98
200782.50,629877.50,30.26
200783.50,629877.50,29.55
200784.50,629877.50,29.53
200785.50,629877.50,29.50
200786.50,629877.50,29.52
200787.50,629877.50,29.52
200789.50,629877.50,29.49
200790.50,629877.50,29.56
200791.50,629877.50,29.56
200793.50,629877.50,29.53
200794.50,629877.50,29.65
200671.50,629876.50,42.74
200672.50,629876.50,42.10
200673.50,629876.50,41.27
200674.50,629876.50,40.88
200675.50,629876.50,39.81
200676.50,629876.50,39.04
200677.50,629876.50,38.59
200678.50,629876.50,38.11
200680.50,629876.50,37.21
200681.50,629876.50,27.92
200682.50,629876.50,27.68
200683.50,629876.50,29.10
200687.50,629876.50,27.88
200688.50,629876.50,27.81
200689.50,629876.50,27.75
200690.50,629876.50,27.87
200691.50,629876.50,28.09
200692.50,629876.50,27.95
200693.50,629876.50,27.96
200695.50,629876.50,28.00
200696.50,629876.50,28.00
200697.50,629876.50,28.08
200698.50,629876.50,28.00
200699.50,629876.50,28.15
200700.50,629876.50,28.15
200701.50,629876.50,27.84
200702.50,629876.50,28.22
200703.50,629876.50,28.01
200704.50,629876.50,28.28
200705.50,629876.50,28.22
200706.50,629876.50,28.27
200707.50,629876.50,28.29
200709.50,629876.50,28.38
200710.50,629876.50,28.39
200711.50,629876.50,28.49
200712.50,629876.50,28.75
200714.50,629876.50,28.63
200715.50,629876.50,27.65
200716.50,629876.50,29.24
200717.50,629876.50,41.86
200718.50,629876.50,42.37
200719.50,629876.50,43.61
200720.50,629876.50,44.69
200721.50,629876.50,45.11
200722.50,629876.50,45.12
200723.50,629876.50,46.32
200725.50,629876.50,47.39
200726.50,629876.50,48.55
200727.50,629876.50,49.37
200729.50,629876.50,48.20
200730.50,629876.50,47.56
200733.50,629876.50,45.48
200734.50,629876.50,45.02
200736.50,629876.50,43.71
200737.50,629876.50,43.64
200738.50,629876.50,42.99
200739.50,629876.50,41.76
200741.50,629876.50,29.14
200742.50,629876.50,29.13
200743.50,629876.50,29.25
200744.50,629876.50,29.22
200745.50,629876.50,29.50
200746.50,629876.50,29.87
200747.50,629876.50,29.98
200748.50,629876.50,30.03
200749.50,629876.50,29.79
200750.50,629876.50,30.08
200751.50,629876.50,29.92
200752.50,629876.50,30.12
200753.50,629876.50,30.21
200759.50,629876.50,30.91
200761.50,629876.50,31.09
